record_type,run,epoch,subset,sample_count,seen_sample_count,mean_loss,median_loss,mean_mask_iou,mean_matched_iou,mean_fn,mean_fp,mean_class_error,mean_gt_recall,mean_exposure_multiplier,mean_state_policy_weight,mean_applied_loss_weight_seen,mean_effective_contribution_seen,total_appearances,total_exposure_count,total_effective_contribution,cap_hit_count
checkpoint_trajectory,E5,14,REFERENCE_HARD,33,,163.49482449618253,150.18218994140625,0.5858768251809207,0.7032775535727992,0.24242424242424243,1.3636363636363635,0.0,0.7575757575757576,,,,,,,,
checkpoint_trajectory,E5,0,REFERENCE_MASTERED,43,,0.012329797399214058,0.0029875715263187885,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,1,REFERENCE_MASTERED,43,,0.005655451973854174,0.001168111222796142,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,2,REFERENCE_MASTERED,43,,0.005774757209596722,0.0019886940717697144,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,3,REFERENCE_MASTERED,43,,0.009080443497433132,0.001826431485824287,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,4,REFERENCE_MASTERED,43,,0.0013143837487130145,0.0008696579025126994,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,5,REFERENCE_MASTERED,43,,0.002443197964376575,0.0017915127100422978,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,6,REFERENCE_MASTERED,43,,0.0008733664510018993,0.0006719675147905946,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,7,REFERENCE_MASTERED,43,,0.0002548316186348106,0.0001994138874579221,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,8,REFERENCE_MASTERED,43,,0.00022206088151717775,0.00017271989781875163,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,9,REFERENCE_MASTERED,43,,0.00022062937374400018,0.00017209717771038413,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,10,REFERENCE_MASTERED,43,,0.0002996673886014452,0.00021186473895795643,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,11,REFERENCE_MASTERED,43,,0.00029635145281560634,0.00019401605823077261,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,12,REFERENCE_MASTERED,43,,0.0005613512008959904,0.0003107244265265763,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,13,REFERENCE_MASTERED,43,,0.0023924009170556483,0.0007432163693010807,0.0,0.0,0.0,0.2558139534883721,0.0,0.0,,,,,,,,
checkpoint_trajectory,E5,14,REFERENCE_MASTERED,43,,0.005804264972793198,0.003260720055550337,0.0,0.0,0.0,0.5116279069767442,0.0,0.0,,,,,,,,
resource_ledger,E3,0,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.0,1.0,1.0,33,33,33.0,0
resource_ledger,E3,0,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,1.0,1.0,1.0,43,43,43.0,0
resource_ledger,E3,0,ALL_TRAIN,128,128,,,,,,,,,1.0,1.0,1.0,1.0,128,128,128.0,0
resource_ledger,E3,1,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2272727272727273,1.110855716647524,1.110855716647524,33,33,36.658238649368286,0
resource_ledger,E3,1,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,1.0,0.9493498136830885,0.9493498136830885,43,43,40.8220419883728,0
resource_ledger,E3,1,ALL_TRAIN,128,128,,,,,,,,,1.0,1.075,0.9999999739229679,0.9999999739229679,128,128,127.99999666213989,0
resource_ledger,E3,2,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2545454545454546,1.129382332166036,1.129382332166036,33,33,37.26961696147919,0
resource_ledger,E3,2,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,1.0,0.940249714740487,0.940249714740487,43,43,40.43073773384094,0
resource_ledger,E3,2,ALL_TRAIN,128,128,,,,,,,,,1.0,1.075,0.9999999748542905,0.9999999748542905,128,128,127.99999678134918,0
resource_ledger,E3,3,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2575757575757576,1.1627646269220295,1.1627646269220295,33,33,38.37123268842697,0
resource_ledger,E3,3,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,0.9162790697674419,0.916487991809845,0.916487991809845,43,43,39.408983647823334,0
resource_ledger,E3,3,ALL_TRAIN,128,128,,,,,,,,,1.0,1.03515625,0.9999999986030161,0.9999999986030161,128,128,127.99999982118607,0
resource_ledger,E3,4,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2484848484848485,1.1657828200947156,1.1657828200947156,33,33,38.47083306312561,0
resource_ledger,E3,4,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,0.8883720930232558,0.8922860012498013,0.8922860012498013,43,43,38.368298053741455,0
resource_ledger,E3,4,ALL_TRAIN,128,128,,,,,,,,,1.0,1.03046875,1.0000000060535967,1.0000000060535967,128,128,128.00000077486038,0
resource_ledger,E3,5,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2484848484848485,1.1573683294382962,1.1573683294382962,33,33,38.193154871463776,0
resource_ledger,E3,5,REFERENCE_MASTERED,43,43,,,,,,,,,1.0,0.8744186046511628,0.8959939826366513,0.8959939826366513,43,43,38.52774125337601,0
resource_ledger,E3,5,ALL_TRAIN,128,128,,,,,,,,,1.0,1.02109375,1.0000000069849193,1.0000000069849193,128,128,128.00000089406967,0
resource_ledger,E3,6,REFERENCE_HARD,33,33,,,,,,,,,1.0,1.2484848484848485,1.1389547604503054,1.1389547604503054,33,33,37.58550709486008,0
